(687801,696653),2023_1_242_members.txt,members,SPD,Helmut 
(696653,700670),2023_1_243_members.txt,members,AfD,Petr 
(700670,702354),2023_1_244_members.txt,members,AfD,Petr 
(702354,720846),2023_1_245_members.txt,members,SPD,Hakan 
(720846,723338),2023_1_246_members.txt,members,DIE LINKE,Gökay 
(723338,725021),2023_1_247_members.txt,members,DIE LINKE,Gökay 
(725021,727335),2023_1_248_members.txt,members,FDP,Stephan 
(727335,734860),2023_1_249_members.txt,members,FDP,Stephan 
(734860,741608),2023_1_250_members.txt,members,SPD,Dunja 
(741608,747511),2023_1_251_members.txt,members,SPD,Dunja 
(747511,755325),2023_1_252_members.txt,members,FDP,Philipp 
(755325,759714),2023_1_253_members.txt,members,FDP,Otto 
(759714,764421),2023_1_254_members.txt,members,SPD,Esra 
(764421,768063),2023_1_255_members.txt,members,AfD,Fabian 
(768063,773309),2023_1_256_members.txt,members,AfD,Fabian 
(773309,-1),2023_1_257_members.txt,members,SPD,Parsa 
